"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","EMP","MEN","THND_PER","A","1978",13002,
"FRA","EMP","MEN","THND_PER","A","1979",12976,
"FRA","EMP","MEN","THND_PER","A","1980",12967,
"FRA","EMP","MEN","THND_PER","A","1981",12817,"B"
"FRA","EMP","MEN","THND_PER","A","1982",12716,
"FRA","EMP","MEN","THND_PER","A","1983",12599,
"FRA","EMP","MEN","THND_PER","A","1984",12380,
"FRA","EMP","MEN","THND_PER","A","1985",12250,
"FRA","EMP","MEN","THND_PER","A","1986",12249,
"FRA","EMP","MEN","THND_PER","A","1987",12240,
"FRA","EMP","MEN","THND_PER","A","1988",12317,
"FRA","EMP","MEN","THND_PER","A","1989",12481,
"FRA","EMP","MEN","THND_PER","A","1990",13045.9,
"FRA","EMP","MEN","THND_PER","A","1991",12967.92,
"FRA","EMP","MEN","THND_PER","A","1992",12784.99,
"FRA","EMP","MEN","THND_PER","A","1993",12478.73,
"FRA","EMP","MEN","THND_PER","A","1994",12419.83,
"FRA","EMP","MEN","THND_PER","A","1995",12506.67,
"FRA","EMP","MEN","THND_PER","A","1996",12480.81,
"FRA","EMP","MEN","THND_PER","A","1997",12505.25,
"FRA","EMP","MEN","THND_PER","A","1998",12716.01,
"FRA","EMP","MEN","THND_PER","A","1999",12968.69,
"FRA","EMP","MEN","THND_PER","A","2000",13307.3,
"FRA","EMP","MEN","THND_PER","A","2001",13558.4,
"FRA","EMP","MEN","THND_PER","A","2002",13608.55,"B"
"FRA","EMP","MEN","THND_PER","A","2003",13313.83,
"FRA","EMP","MEN","THND_PER","A","2004",13324.75,"B"
"FRA","EMP","MEN","THND_PER","A","2005",13359.58,
"FRA","EMP","MEN","THND_PER","A","2006",13397,
"FRA","EMP","MEN","THND_PER","A","2007",13545.22,
"FRA","EMP","MEN","THND_PER","A","2008",13692.28,
"FRA","EMP","MEN","THND_PER","A","2009",13484.95,
"FRA","EMP","MEN","THND_PER","A","2010",13520.28,
"FRA","EMP","MEN","THND_PER","A","2011",13530.53,
"FRA","EMP","MEN","THND_PER","A","2012",13507.97,
"FRA","EMP","MEN","THND_PER","A","2013",13434.08,"B"
"FRA","EMP","MEN","THND_PER","A","2014",13660.7,
"FRA","EMP","MEN","THND_PER","A","2015",13654.28,
"FRA","EMP","MEN","THND_PER","A","2016",13731.78,
"FRA","EMP","MEN","THND_PER","A","2017",13882.6,
"FRA","EMP","MEN","THND_PER","A","2018",13968.55,
"FRA","EMP","MEN","THND_PER","A","2019",13969.17,
"FRA","EMP","MEN","THND_PER","A","2020",13885.33,"B"
"FRA","EMP","MEN","THND_PER","A","2021",14159.17,
"FRA","EMP","TOT","THND_PER","A","1955",18539,
"FRA","EMP","TOT","THND_PER","A","1956",18584,
"FRA","EMP","TOT","THND_PER","A","1957",18711,
"FRA","EMP","TOT","THND_PER","A","1958",18707,
"FRA","EMP","TOT","THND_PER","A","1959",18573,
"FRA","EMP","TOT","THND_PER","A","1960",18595,
"FRA","EMP","TOT","THND_PER","A","1961",18608,
"FRA","EMP","TOT","THND_PER","A","1962",18738,
"FRA","EMP","TOT","THND_PER","A","1963",19065,
"FRA","EMP","TOT","THND_PER","A","1964",19395,
"FRA","EMP","TOT","THND_PER","A","1965",19541,
"FRA","EMP","TOT","THND_PER","A","1966",19688,
"FRA","EMP","TOT","THND_PER","A","1967",19762,
"FRA","EMP","TOT","THND_PER","A","1968",19733,
"FRA","EMP","TOT","THND_PER","A","1969",20041,
"FRA","EMP","TOT","THND_PER","A","1970",20327,
"FRA","EMP","TOT","THND_PER","A","1971",20437,
"FRA","EMP","TOT","THND_PER","A","1972",20570,
"FRA","EMP","TOT","THND_PER","A","1973",20871,
"FRA","EMP","TOT","THND_PER","A","1974",21050,
"FRA","EMP","TOT","THND_PER","A","1975",20869,
"FRA","EMP","TOT","THND_PER","A","1976",21041,
"FRA","EMP","TOT","THND_PER","A","1977",21235,
"FRA","EMP","TOT","THND_PER","A","1978",21326,
"FRA","EMP","TOT","THND_PER","A","1979",21392,
"FRA","EMP","TOT","THND_PER","A","1980",21443,
"FRA","EMP","TOT","THND_PER","A","1981",21345,"B"
"FRA","EMP","TOT","THND_PER","A","1982",21390,
"FRA","EMP","TOT","THND_PER","A","1983",21378,
"FRA","EMP","TOT","THND_PER","A","1984",21199,
"FRA","EMP","TOT","THND_PER","A","1985",21128.09,
"FRA","EMP","TOT","THND_PER","A","1986",21243.58,
"FRA","EMP","TOT","THND_PER","A","1987",21320.53,
"FRA","EMP","TOT","THND_PER","A","1988",21521.38,
"FRA","EMP","TOT","THND_PER","A","1989",21842,
"FRA","EMP","TOT","THND_PER","A","1990",23064.46,
"FRA","EMP","TOT","THND_PER","A","1991",23089.35,
"FRA","EMP","TOT","THND_PER","A","1992",22984.29,
"FRA","EMP","TOT","THND_PER","A","1993",22683.2,
"FRA","EMP","TOT","THND_PER","A","1994",22713.89,
"FRA","EMP","TOT","THND_PER","A","1995",22914.76,
"FRA","EMP","TOT","THND_PER","A","1996",22973.49,
"FRA","EMP","TOT","THND_PER","A","1997",23104.05,
"FRA","EMP","TOT","THND_PER","A","1998",23520.51,
"FRA","EMP","TOT","THND_PER","A","1999",24005.29,
"FRA","EMP","TOT","THND_PER","A","2000",24628.81,
"FRA","EMP","TOT","THND_PER","A","2001",25098.8,
"FRA","EMP","TOT","THND_PER","A","2002",25290.03,"B"
"FRA","EMP","TOT","THND_PER","A","2003",24704.82,
"FRA","EMP","TOT","THND_PER","A","2004",24808.03,"B"
"FRA","EMP","TOT","THND_PER","A","2005",24984.18,
"FRA","EMP","TOT","THND_PER","A","2006",25150.15,
"FRA","EMP","TOT","THND_PER","A","2007",25586.68,
"FRA","EMP","TOT","THND_PER","A","2008",25926.43,
"FRA","EMP","TOT","THND_PER","A","2009",25674.38,
"FRA","EMP","TOT","THND_PER","A","2010",25730.68,
"FRA","EMP","TOT","THND_PER","A","2011",25758.82,
"FRA","EMP","TOT","THND_PER","A","2012",25804.22,
"FRA","EMP","TOT","THND_PER","A","2013",25785.3,"B"
"FRA","EMP","TOT","THND_PER","A","2014",26376,
"FRA","EMP","TOT","THND_PER","A","2015",26441.8,
"FRA","EMP","TOT","THND_PER","A","2016",26579.68,
"FRA","EMP","TOT","THND_PER","A","2017",26802.97,
"FRA","EMP","TOT","THND_PER","A","2018",27021.38,
"FRA","EMP","TOT","THND_PER","A","2019",27132.18,
"FRA","EMP","TOT","THND_PER","A","2020",26995.32,"B"
"FRA","EMP","TOT","THND_PER","A","2021",27727.6,
"FRA","EMP","WOMEN","THND_PER","A","1956",6178,
"FRA","EMP","WOMEN","THND_PER","A","1957",6318,
"FRA","EMP","WOMEN","THND_PER","A","1958",6362,
"FRA","EMP","WOMEN","THND_PER","A","1959",6376,
"FRA","EMP","WOMEN","THND_PER","A","1960",6475,
"FRA","EMP","WOMEN","THND_PER","A","1961",6569,
"FRA","EMP","WOMEN","THND_PER","A","1962",6632,
"FRA","EMP","WOMEN","THND_PER","A","1963",6721,
"FRA","EMP","WOMEN","THND_PER","A","1964",6807,
"FRA","EMP","WOMEN","THND_PER","A","1965",6848,
"FRA","EMP","WOMEN","THND_PER","A","1966",6913,
"FRA","EMP","WOMEN","THND_PER","A","1967",6962,
"FRA","EMP","WOMEN","THND_PER","A","1968",6994,
"FRA","EMP","WOMEN","THND_PER","A","1969",7147,
"FRA","EMP","WOMEN","THND_PER","A","1970",7308,
"FRA","EMP","WOMEN","THND_PER","A","1971",7415,
"FRA","EMP","WOMEN","THND_PER","A","1972",7548,
"FRA","EMP","WOMEN","THND_PER","A","1973",7722,
"FRA","EMP","WOMEN","THND_PER","A","1974",7831,
"FRA","EMP","WOMEN","THND_PER","A","1975",7852,
"FRA","EMP","WOMEN","THND_PER","A","1976",8011,
"FRA","EMP","WOMEN","THND_PER","A","1977",8184,
"FRA","EMP","WOMEN","THND_PER","A","1978",8324,
"FRA","EMP","WOMEN","THND_PER","A","1979",8416,
"FRA","EMP","WOMEN","THND_PER","A","1980",8476,
"FRA","EMP","WOMEN","THND_PER","A","1981",8528,"B"
"FRA","EMP","WOMEN","THND_PER","A","1982",8674,
"FRA","EMP","WOMEN","THND_PER","A","1983",8779,
"FRA","EMP","WOMEN","THND_PER","A","1984",8819,
"FRA","EMP","WOMEN","THND_PER","A","1985",8878.093,
"FRA","EMP","WOMEN","THND_PER","A","1986",8994.58,
"FRA","EMP","WOMEN","THND_PER","A","1987",9080.524,
"FRA","EMP","WOMEN","THND_PER","A","1988",9204.378,
"FRA","EMP","WOMEN","THND_PER","A","1989",9361,
"FRA","EMP","WOMEN","THND_PER","A","1990",10018.56,
"FRA","EMP","WOMEN","THND_PER","A","1991",10121.43,
"FRA","EMP","WOMEN","THND_PER","A","1992",10199.3,
"FRA","EMP","WOMEN","THND_PER","A","1993",10204.47,
"FRA","EMP","WOMEN","THND_PER","A","1994",10294.07,
"FRA","EMP","WOMEN","THND_PER","A","1995",10408.09,
"FRA","EMP","WOMEN","THND_PER","A","1996",10492.68,
"FRA","EMP","WOMEN","THND_PER","A","1997",10598.8,
"FRA","EMP","WOMEN","THND_PER","A","1998",10804.5,
"FRA","EMP","WOMEN","THND_PER","A","1999",11036.6,
"FRA","EMP","WOMEN","THND_PER","A","2000",11321.5,
"FRA","EMP","WOMEN","THND_PER","A","2001",11540.39,
"FRA","EMP","WOMEN","THND_PER","A","2002",11681.48,"B"
"FRA","EMP","WOMEN","THND_PER","A","2003",11391.03,
"FRA","EMP","WOMEN","THND_PER","A","2004",11483.28,"B"
"FRA","EMP","WOMEN","THND_PER","A","2005",11624.58,
"FRA","EMP","WOMEN","THND_PER","A","2006",11753.13,
"FRA","EMP","WOMEN","THND_PER","A","2007",12041.5,
"FRA","EMP","WOMEN","THND_PER","A","2008",12234.15,
"FRA","EMP","WOMEN","THND_PER","A","2009",12189.4,
"FRA","EMP","WOMEN","THND_PER","A","2010",12210.47,
"FRA","EMP","WOMEN","THND_PER","A","2011",12228.3,
"FRA","EMP","WOMEN","THND_PER","A","2012",12296.25,
"FRA","EMP","WOMEN","THND_PER","A","2013",12351.15,"B"
"FRA","EMP","WOMEN","THND_PER","A","2014",12715.33,
"FRA","EMP","WOMEN","THND_PER","A","2015",12787.5,
"FRA","EMP","WOMEN","THND_PER","A","2016",12847.9,
"FRA","EMP","WOMEN","THND_PER","A","2017",12920.4,
"FRA","EMP","WOMEN","THND_PER","A","2018",13052.83,
"FRA","EMP","WOMEN","THND_PER","A","2019",13163,
"FRA","EMP","WOMEN","THND_PER","A","2020",13109.97,"B"
"FRA","EMP","WOMEN","THND_PER","A","2021",13568.42,
"FRA","EMP","MEN","PC_WKGPOP","A","2003",69.675,
"FRA","EMP","MEN","PC_WKGPOP","A","2004",69.3,
"FRA","EMP","MEN","PC_WKGPOP","A","2005",69,
"FRA","EMP","MEN","PC_WKGPOP","A","2006",68.75,
"FRA","EMP","MEN","PC_WKGPOP","A","2007",68.95,
"FRA","EMP","MEN","PC_WKGPOP","A","2008",69.4,
"FRA","EMP","MEN","PC_WKGPOP","A","2009",68.175,
"FRA","EMP","MEN","PC_WKGPOP","A","2010",68.15,
"FRA","EMP","MEN","PC_WKGPOP","A","2011",68,
"FRA","EMP","MEN","PC_WKGPOP","A","2012",67.875,
"FRA","EMP","MEN","PC_WKGPOP","A","2013",67.625,
"FRA","EMP","MEN","PC_WKGPOP","A","2014",67.375,
"FRA","EMP","MEN","PC_WKGPOP","A","2015",67.35,
"FRA","EMP","MEN","PC_WKGPOP","A","2016",67.75,
"FRA","EMP","MEN","PC_WKGPOP","A","2017",68.575,
"FRA","EMP","MEN","PC_WKGPOP","A","2018",69.125,
"FRA","EMP","MEN","PC_WKGPOP","A","2019",69.05,
"FRA","EMP","MEN","PC_WKGPOP","A","2020",68.7,
"FRA","EMP","MEN","PC_WKGPOP","A","2021",70.1,
"FRA","EMP","TOT","PC_WKGPOP","A","2003",64.425,
"FRA","EMP","TOT","PC_WKGPOP","A","2004",64.225,
"FRA","EMP","TOT","PC_WKGPOP","A","2005",64.15,
"FRA","EMP","TOT","PC_WKGPOP","A","2006",64.15,
"FRA","EMP","TOT","PC_WKGPOP","A","2007",64.725,
"FRA","EMP","TOT","PC_WKGPOP","A","2008",65.3,
"FRA","EMP","TOT","PC_WKGPOP","A","2009",64.425,
"FRA","EMP","TOT","PC_WKGPOP","A","2010",64.375,
"FRA","EMP","TOT","PC_WKGPOP","A","2011",64.3,
"FRA","EMP","TOT","PC_WKGPOP","A","2012",64.375,
"FRA","EMP","TOT","PC_WKGPOP","A","2013",64.375,
"FRA","EMP","TOT","PC_WKGPOP","A","2014",64.525,
"FRA","EMP","TOT","PC_WKGPOP","A","2015",64.7,
"FRA","EMP","TOT","PC_WKGPOP","A","2016",65,
"FRA","EMP","TOT","PC_WKGPOP","A","2017",65.55,
"FRA","EMP","TOT","PC_WKGPOP","A","2018",66.15,
"FRA","EMP","TOT","PC_WKGPOP","A","2019",66.375,
"FRA","EMP","TOT","PC_WKGPOP","A","2020",66.1,
"FRA","EMP","TOT","PC_WKGPOP","A","2021",67.25,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2003",59.3,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2004",59.325,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2005",59.5,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2006",59.7,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2007",60.65,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2008",61.325,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2009",60.85,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2010",60.75,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2011",60.7,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2012",61,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2013",61.325,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2014",61.8,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2015",62.075,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2016",62.375,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2017",62.65,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2018",63.275,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2019",63.85,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2020",63.625,
"FRA","EMP","WOMEN","PC_WKGPOP","A","2021",64.525,
"DEU","EMP","MEN","THND_PER","A","1962",21303.79,"E"
"DEU","EMP","MEN","THND_PER","A","1963",21321.57,"E"
"DEU","EMP","MEN","THND_PER","A","1964",21362.33,"E"
"DEU","EMP","MEN","THND_PER","A","1965",21496.88,"E"
"DEU","EMP","MEN","THND_PER","A","1966",21503.03,"E"
"DEU","EMP","MEN","THND_PER","A","1967",20800.82,"E"
"DEU","EMP","MEN","THND_PER","A","1968",20802.44,"E"
"DEU","EMP","MEN","THND_PER","A","1969",21151.44,"E"
"DEU","EMP","MEN","THND_PER","A","1970",21459.69,"E"
"DEU","EMP","MEN","THND_PER","A","1971",21571.6,"E"
"DEU","EMP","MEN","THND_PER","A","1972",21288.26,"E"
"DEU","EMP","MEN","THND_PER","A","1973",21349.07,"E"
"DEU","EMP","MEN","THND_PER","A","1974",20941.52,"E"
"DEU","EMP","MEN","THND_PER","A","1975",20282.97,"E"
"DEU","EMP","MEN","THND_PER","A","1976",20094.08,"E"
"DEU","EMP","MEN","THND_PER","A","1977",20103.13,"E"
"DEU","EMP","MEN","THND_PER","A","1978",20238.98,"E"
"DEU","EMP","MEN","THND_PER","A","1979",20505.51,"E"
"DEU","EMP","MEN","THND_PER","A","1980",20617.1,"E"
"DEU","EMP","MEN","THND_PER","A","1981",20385.83,"E"
"DEU","EMP","MEN","THND_PER","A","1982",19978.61,"E"
"DEU","EMP","MEN","THND_PER","A","1983",19663.24,"E"
"DEU","EMP","MEN","THND_PER","A","1984",19640.92,"E"
"DEU","EMP","MEN","THND_PER","A","1985",19741.84,"E"
"DEU","EMP","MEN","THND_PER","A","1986",19875.75,"E"
"DEU","EMP","MEN","THND_PER","A","1987",19942.38,"E"
"DEU","EMP","MEN","THND_PER","A","1988",20901.41,"E"
"DEU","EMP","MEN","THND_PER","A","1989",21155.64,"E"
"DEU","EMP","MEN","THND_PER","A","1990",22080.71,"E"
"DEU","EMP","MEN","THND_PER","A","1991",21331.25,
"DEU","EMP","MEN","THND_PER","A","1992",21087,
"DEU","EMP","MEN","THND_PER","A","1993",20840.75,
"DEU","EMP","MEN","THND_PER","A","1994",20688,
"DEU","EMP","MEN","THND_PER","A","1995",20575,
"DEU","EMP","MEN","THND_PER","A","1996",20333.75,
"DEU","EMP","MEN","THND_PER","A","1997",20212.75,
"DEU","EMP","MEN","THND_PER","A","1998",20461.25,
"DEU","EMP","MEN","THND_PER","A","1999",20237,
"DEU","EMP","MEN","THND_PER","A","2000",20243.5,
"DEU","EMP","MEN","THND_PER","A","2001",20202.5,
"DEU","EMP","MEN","THND_PER","A","2002",19879,
"DEU","EMP","MEN","THND_PER","A","2003",19578.75,
"DEU","EMP","MEN","THND_PER","A","2004",19518.75,"B"
"DEU","EMP","MEN","THND_PER","A","2005",19963.5,
"DEU","EMP","MEN","THND_PER","A","2006",20335.35,
"DEU","EMP","MEN","THND_PER","A","2007",20744.8,
"DEU","EMP","MEN","THND_PER","A","2008",21032.75,
"DEU","EMP","MEN","THND_PER","A","2009",20815.72,"B"
"DEU","EMP","MEN","THND_PER","A","2010",20422.5,"B"
"DEU","EMP","MEN","THND_PER","A","2011",20800.78,
"DEU","EMP","MEN","THND_PER","A","2012",21018.57,
"DEU","EMP","MEN","THND_PER","A","2013",21142.07,
"DEU","EMP","MEN","THND_PER","A","2014",21300.82,
"DEU","EMP","MEN","THND_PER","A","2015",21453.13,
"DEU","EMP","MEN","THND_PER","A","2016",22063.63,
"DEU","EMP","MEN","THND_PER","A","2017",22288.4,
"DEU","EMP","MEN","THND_PER","A","2018",22393.63,
"DEU","EMP","MEN","THND_PER","A","2019",22622.43,"B"
"DEU","EMP","MEN","THND_PER","A","2020",22094.57,"E"
"DEU","EMP","MEN","THND_PER","A","2021",22096.8,
"DEU","EMP","TOT","THND_PER","A","1962",34015.41,"E"
"DEU","EMP","TOT","THND_PER","A","1963",34051.32,"E"
"DEU","EMP","TOT","THND_PER","A","1964",34021.88,"E"
"DEU","EMP","TOT","THND_PER","A","1965",34180.38,"E"
"DEU","EMP","TOT","THND_PER","A","1966",34052.93,"E"
"DEU","EMP","TOT","THND_PER","A","1967",32941.88,"E"
"DEU","EMP","TOT","THND_PER","A","1968",32979.72,"E"
"DEU","EMP","TOT","THND_PER","A","1969",33472.34,"E"
"DEU","EMP","TOT","THND_PER","A","1970",33856.92,"E"
"DEU","EMP","TOT","THND_PER","A","1971",34049.05,"E"
"DEU","EMP","TOT","THND_PER","A","1972",33915.79,"E"
"DEU","EMP","TOT","THND_PER","A","1973",34170.67,"E"
"DEU","EMP","TOT","THND_PER","A","1974",33688.08,"E"
"DEU","EMP","TOT","THND_PER","A","1975",32713.85,"E"
"DEU","EMP","TOT","THND_PER","A","1976",32421.45,"E"
"DEU","EMP","TOT","THND_PER","A","1977",32363.22,"E"
"DEU","EMP","TOT","THND_PER","A","1978",32563.77,"E"
"DEU","EMP","TOT","THND_PER","A","1979",33001.07,"E"
"DEU","EMP","TOT","THND_PER","A","1980",33342.64,"E"
"DEU","EMP","TOT","THND_PER","A","1981",33077.41,"E"
"DEU","EMP","TOT","THND_PER","A","1982",32538.54,"E"
"DEU","EMP","TOT","THND_PER","A","1983",32077.29,"E"
"DEU","EMP","TOT","THND_PER","A","1984",32136.49,"E"
"DEU","EMP","TOT","THND_PER","A","1985",32358.05,"E"
"DEU","EMP","TOT","THND_PER","A","1986",32702.53,"E"
"DEU","EMP","TOT","THND_PER","A","1987",32960.64,"E"
"DEU","EMP","TOT","THND_PER","A","1988",34636.76,"E"
"DEU","EMP","TOT","THND_PER","A","1989",35030.4,"E"
"DEU","EMP","TOT","THND_PER","A","1990",37217.9,"E"
"DEU","EMP","TOT","THND_PER","A","1991",36870.75,
"DEU","EMP","TOT","THND_PER","A","1992",36389.75,
"DEU","EMP","TOT","THND_PER","A","1993",35988.5,
"DEU","EMP","TOT","THND_PER","A","1994",35756,
"DEU","EMP","TOT","THND_PER","A","1995",35780,
"DEU","EMP","TOT","THND_PER","A","1996",35636.75,
"DEU","EMP","TOT","THND_PER","A","1997",35508,
"DEU","EMP","TOT","THND_PER","A","1998",36061.25,"B"
"DEU","EMP","TOT","THND_PER","A","1999",36042.38,
"DEU","EMP","TOT","THND_PER","A","2000",36235.5,
"DEU","EMP","TOT","THND_PER","A","2001",36346.18,
"DEU","EMP","TOT","THND_PER","A","2002",36061.38,
"DEU","EMP","TOT","THND_PER","A","2003",35753.58,
"DEU","EMP","TOT","THND_PER","A","2004",35875.68,"B"
"DEU","EMP","TOT","THND_PER","A","2005",36361.15,
"DEU","EMP","TOT","THND_PER","A","2006",37172.1,
"DEU","EMP","TOT","THND_PER","A","2007",37988.35,
"DEU","EMP","TOT","THND_PER","A","2008",38540.85,
"DEU","EMP","TOT","THND_PER","A","2009",38470.7,"B"
"DEU","EMP","TOT","THND_PER","A","2010",37992.23,"B"
"DEU","EMP","TOT","THND_PER","A","2011",38785.88,
"DEU","EMP","TOT","THND_PER","A","2012",39125.95,
"DEU","EMP","TOT","THND_PER","A","2013",39529.73,
"DEU","EMP","TOT","THND_PER","A","2014",39869.52,
"DEU","EMP","TOT","THND_PER","A","2015",40208.73,
"DEU","EMP","TOT","THND_PER","A","2016",41265.13,
"DEU","EMP","TOT","THND_PER","A","2017",41661.43,
"DEU","EMP","TOT","THND_PER","A","2018",41912.8,
"DEU","EMP","TOT","THND_PER","A","2019",42398.52,"B"
"DEU","EMP","TOT","THND_PER","A","2020",41859.23,"E"
"DEU","EMP","TOT","THND_PER","A","2021",41499.98,
"DEU","EMP","WOMEN","THND_PER","A","1962",12711.63,"E"
"DEU","EMP","WOMEN","THND_PER","A","1963",12729.74,"E"
"DEU","EMP","WOMEN","THND_PER","A","1964",12659.55,"E"
"DEU","EMP","WOMEN","THND_PER","A","1965",12683.49,"E"
"DEU","EMP","WOMEN","THND_PER","A","1966",12549.9,"E"
"DEU","EMP","WOMEN","THND_PER","A","1967",12141.06,"E"
"DEU","EMP","WOMEN","THND_PER","A","1968",12177.29,"E"
"DEU","EMP","WOMEN","THND_PER","A","1969",12320.9,"E"
"DEU","EMP","WOMEN","THND_PER","A","1970",12397.23,"E"
"DEU","EMP","WOMEN","THND_PER","A","1971",12477.45,"E"
"DEU","EMP","WOMEN","THND_PER","A","1972",12627.53,"E"
"DEU","EMP","WOMEN","THND_PER","A","1973",12821.6,"E"
"DEU","EMP","WOMEN","THND_PER","A","1974",12746.56,"E"
"DEU","EMP","WOMEN","THND_PER","A","1975",12430.87,"E"
"DEU","EMP","WOMEN","THND_PER","A","1976",12327.37,"E"
"DEU","EMP","WOMEN","THND_PER","A","1977",12260.09,"E"
"DEU","EMP","WOMEN","THND_PER","A","1978",12324.78,"E"
"DEU","EMP","WOMEN","THND_PER","A","1979",12495.56,"E"
"DEU","EMP","WOMEN","THND_PER","A","1980",12725.54,"E"
"DEU","EMP","WOMEN","THND_PER","A","1981",12691.58,"E"
"DEU","EMP","WOMEN","THND_PER","A","1982",12559.93,"E"
"DEU","EMP","WOMEN","THND_PER","A","1983",12414.05,"E"
"DEU","EMP","WOMEN","THND_PER","A","1984",12495.56,"E"
"DEU","EMP","WOMEN","THND_PER","A","1985",12616.21,"E"
"DEU","EMP","WOMEN","THND_PER","A","1986",12826.78,"E"
"DEU","EMP","WOMEN","THND_PER","A","1987",13018.26,"E"
"DEU","EMP","WOMEN","THND_PER","A","1988",13735.35,"E"
"DEU","EMP","WOMEN","THND_PER","A","1989",13874.76,"E"
"DEU","EMP","WOMEN","THND_PER","A","1990",15137.19,"E"
"DEU","EMP","WOMEN","THND_PER","A","1991",15539.5,
"DEU","EMP","WOMEN","THND_PER","A","1992",15302.75,
"DEU","EMP","WOMEN","THND_PER","A","1993",15147.75,
"DEU","EMP","WOMEN","THND_PER","A","1994",15068,
"DEU","EMP","WOMEN","THND_PER","A","1995",15205,
"DEU","EMP","WOMEN","THND_PER","A","1996",15303,
"DEU","EMP","WOMEN","THND_PER","A","1997",15295.25,
"DEU","EMP","WOMEN","THND_PER","A","1998",15600,
"DEU","EMP","WOMEN","THND_PER","A","1999",15805.25,
"DEU","EMP","WOMEN","THND_PER","A","2000",15992,
"DEU","EMP","WOMEN","THND_PER","A","2001",16143.75,
"DEU","EMP","WOMEN","THND_PER","A","2002",16182.5,
"DEU","EMP","WOMEN","THND_PER","A","2003",16174.75,
"DEU","EMP","WOMEN","THND_PER","A","2004",16357,"B"
"DEU","EMP","WOMEN","THND_PER","A","2005",16397.65,
"DEU","EMP","WOMEN","THND_PER","A","2006",16836.75,
"DEU","EMP","WOMEN","THND_PER","A","2007",17243.55,
"DEU","EMP","WOMEN","THND_PER","A","2008",17508.1,
"DEU","EMP","WOMEN","THND_PER","A","2009",17654.97,"B"
"DEU","EMP","WOMEN","THND_PER","A","2010",17569.75,"B"
"DEU","EMP","WOMEN","THND_PER","A","2011",17985.07,
"DEU","EMP","WOMEN","THND_PER","A","2012",18107.38,
"DEU","EMP","WOMEN","THND_PER","A","2013",18387.6,
"DEU","EMP","WOMEN","THND_PER","A","2014",18568.7,
"DEU","EMP","WOMEN","THND_PER","A","2015",18755.63,
"DEU","EMP","WOMEN","THND_PER","A","2016",19201.47,
"DEU","EMP","WOMEN","THND_PER","A","2017",19373.05,
"DEU","EMP","WOMEN","THND_PER","A","2018",19519.22,
"DEU","EMP","WOMEN","THND_PER","A","2019",19776.1,"B"
"DEU","EMP","WOMEN","THND_PER","A","2020",19764.78,"E"
"DEU","EMP","WOMEN","THND_PER","A","2021",19403.18,
"DEU","EMP","MEN","PC_WKGPOP","A","2005",71.25,
"DEU","EMP","MEN","PC_WKGPOP","A","2006",72.775,
"DEU","EMP","MEN","PC_WKGPOP","A","2007",74.65,
"DEU","EMP","MEN","PC_WKGPOP","A","2008",75.85,
"DEU","EMP","MEN","PC_WKGPOP","A","2009",74.4,"B"
"DEU","EMP","MEN","PC_WKGPOP","A","2010",75.25,"B"
"DEU","EMP","MEN","PC_WKGPOP","A","2011",76.55,
"DEU","EMP","MEN","PC_WKGPOP","A","2012",76.85,
"DEU","EMP","MEN","PC_WKGPOP","A","2013",76.95,
"DEU","EMP","MEN","PC_WKGPOP","A","2014",77.025,
"DEU","EMP","MEN","PC_WKGPOP","A","2015",76.9,
"DEU","EMP","MEN","PC_WKGPOP","A","2016",77.35,
"DEU","EMP","MEN","PC_WKGPOP","A","2017",77.825,
"DEU","EMP","MEN","PC_WKGPOP","A","2018",78.625,
"DEU","EMP","MEN","PC_WKGPOP","A","2019",79.45,"B"
"DEU","EMP","MEN","PC_WKGPOP","A","2020",79.03812,"E"
"DEU","EMP","MEN","PC_WKGPOP","A","2021",79.35,
"DEU","EMP","TOT","PC_WKGPOP","A","2005",65.45,
"DEU","EMP","TOT","PC_WKGPOP","A","2006",67.15,
"DEU","EMP","TOT","PC_WKGPOP","A","2007",68.975,
"DEU","EMP","TOT","PC_WKGPOP","A","2008",70.1,
"DEU","EMP","TOT","PC_WKGPOP","A","2009",69.375,"B"
"DEU","EMP","TOT","PC_WKGPOP","A","2010",70.3,"B"
"DEU","EMP","TOT","PC_WKGPOP","A","2011",71.775,
"DEU","EMP","TOT","PC_WKGPOP","A","2012",72.05,
"DEU","EMP","TOT","PC_WKGPOP","A","2013",72.525,
